番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
1779,bhuñjāvia-,bhuñjā́via-,食べさせられた,100.000%,2,2,0,,,
1780,bhuñjeva-,bhuñjéva-,食べられるべき,100.000%,2,2,0,,,
1781,bhutta-,bhútta-,享受された,92.857%,13,14,1,bhukta-,,
1782,bhulla-,bhullá-,忘れられた,100.000%,2,2,0,,,
1783,bhuvaṇaala-,bhuváṇaala-,地表,100.000%,2,2,0,bhuvanatala-,,
1784,bhuvaṇantara-,bhuváṇantara- / bhuvaṇántara- / bhuvaṇantára-,世界の内側,33.333%,1,3,,,,
1785,bhuvaṇantarāla-,bhuvaṇantarā́la-,他生,100.000%,2,2,0,,,
1786,bhuvaṇekkavīra-,bhuvaṇekkavī́ra-,世界唯一の勇士,100.000%,2,2,0,,,
1787,bhūa-,bhū́a-,〜になった,75.000%,3,4,1,bhūtá-,,
1788,bhūa-,bhū́a-,ブータ,66.667%,2,3,1,bhūtá-,,
1789,bhūsaṇa-,bhūsáṇa-,装飾,66.667%,4,6,0,bhūṣaṇa-,,
1790,bhūsia-,bhū́sia- / bhūsía- / bhūsiá-,飾られた,33.333%,1,3,,bhūṣita-,,
1791,bhea-,bhéa-,種類,100.000%,9,9,0,bhedá-,,
1792,bhea-,bhéa-,分離、種類,100.000%,4,4,0,bhedá-,,
1793,bheri-,bhéri-,楽器の一種,100.000%,4,4,0,bherī-,,
1794,bhaiṇī-,bhaíṇī-,姉妹,100.000%,2,2,0,bhaginī-,,
1795,bhoaṇa-,bhoáṇa-,食事,80.000%,8,10,0,bhójana-,,
1796,bhogga-,bhoggá-,享受,75.000%,3,4,0,bhoga-,,
1797,maagala-,maagála-,発情期の象,100.000%,8,8,0,madakala-,,
1798,maaṇaṅkusa-,maaṇáṅkusa- / maaṇaṅkúsa-,マダナーンクシャ,50.000%,1,2,,madanāṅkuśa-,,
1799,maaṇa-,máaṇa-,愛,100.000%,3,3,0,mádana-,,
1800,maandha-,maándha-,没頭して,100.000%,2,2,0,madāndha-,,
1801,maaraddhaa-,maaráddhaa-,カーマ,75.000%,3,4,1,mataradhvaja-,,
1802,maaranda-,maaránda-,雄蕊,100.000%,2,2,0,,,
1803,maarahara-,maarahára-,大海,100.000%,2,2,0,,,
1804,maaraharuttiṇṇa-,maaraharuttíṇṇa- / maaraharuttiṇṇá-,海を渡った,50.000%,1,2,,,,
1805,maalañchaṇa-,maalañcháṇa-,汚いしるしを持つ,60.000%,3,5,0,,,
1806,maavaddhaṇa-,maavaddháṇa-,興奮の高まり,100.000%,2,2,0,,,
1807,maa-,máa-,マヤ,100.000%,5,5,0,maya-,,
1808,maa-,máa-,興奮,100.000%,4,4,0,máda-,,
1809,maa-,máa-,鹿,100.000%,2,2,0,mṛgá-,,
1810,maāhiva-,maāhivá-,百獣の王,100.000%,2,2,0,mṛgādhipa-,,
1811,maĩ,máĩ,私の、私によって,100.000%,10,10,0,,,
1812,magganta-,maggánta-,望みつつある,100.000%,2,2,0,mṛgáyant-,,
1813,magga-,mágga-,道,100.000%,16,16,0,mārga-,,
1814,magga-,mágga-,望む,100.000%,3,3,0,mṛgáya-,,
1815,maṅgala-,maṅgála-,吉祥,86.667%,13,15,2,maṅgala-,,
1816,macchara-,macchára-,水袋,85.000%,17,20,1,matsará-,,
1817,majjaṇa-,májjaṇa- / majjáṇa-,潜ること,50.000%,1,2,,majjana-,,
1818,majjha-,májjha-,真ん中,80.000%,4,5,1,mádhya-,,
1819,mañca-,máñca-,玉座,100.000%,2,2,0,mañca-,,
1820,mañjariā-,mañjária-,花,100.000%,3,3,0,mañjarikā-,,
1821,mañjarī-,mañjárī-,花輪,100.000%,3,3,0,mañjarī-,,
1822,maḍapphara-,maḍapphára-,誇り,80.000%,4,5,1,,,
1823,maṇahara-,maṇahára-,魅力的な,79.545%,35,44,1,manohara-,,
1824,maṇa-,máṇa-,心,96.639%,115,119,4,mánas-,,
1825,maṇiṭṭha-,maṇíṭṭha-,心に愛しい,100.000%,4,4,0,,,
1826,maṇimaa-,maṇimáa-,真珠でできた,100.000%,2,2,0,maṇimaya-,,
1827,maṇi-,máṇi-,真珠,100.000%,2,2,0,maṇí-,,
1828,maṇuattaṇa-,maṇuattáṇa-,人間性,75.000%,3,4,0,,,
1829,maṇojja-,maṇojjá-,心に喜ばしい,100.000%,4,4,0,manojña-,,
1830,maṇorama-,maṇoráma-,心を喜ばす,100.000%,2,2,0,manorama-,,
1831,maṇoraha-,maṇoráha-,心の欲望,100.000%,8,8,0,manoratha-,,
1832,maṇoharia-,maṇohária-,魅力的な,100.000%,2,2,0,,,
1833,maṇohirāma-,maṇohirā́ma-,心を喜ばす,100.000%,3,3,0,manobhirāma-,,
1834,maṇḍaṇa-,máṇḍaṇa-,装飾,66.667%,2,3,1,maṇḍaṇa-,,
1835,maṇḍalagga-,maṇḍalágga-,丸い切先を持つ（剣）,100.000%,2,2,0,maṇḍalāgra-,,
1836,maṇḍala-,maṇḍála-,曼荼羅,62.500%,10,16,0,máṇḍala-,,
1837,maṇḍava-,máṇḍava- / maṇḍáva-,あずまや,40.000%,2,5,,maṇḍapa-,,
1838,maṇḍa-,máṇḍa- / maṇḍá-,飾る,50.000%,1,2,,maṇḍa-,,
1839,maṇḍia-,maṇḍía-,装飾された,83.333%,5,6,0,maṇḍita-,,
1840,maṇṇa-,máṇṇa-,知っている、思う,100.000%,2,2,0,mánya-,,
1841,maṇṇivi,máṇṇivi,思ってから,100.000%,4,4,0,,,
1842,mattavāraṇa-,mattavāráṇa-,尖塔,100.000%,2,2,0,,,
1843,matta-,mátta-,酔った,83.333%,5,6,1,mattá-,,
1844,matthaa-,mátthaa-,頭、頂,100.000%,8,8,0,mastaka-,,
1845,maddaṇa-,maddáṇa-,潰すこと,72.727%,16,22,1,mardana-,,
1846,maddala-,maddála-,太鼓,66.667%,2,3,1,mardala-,,
1847,madda-,mádda-,破壊する者,80.000%,4,5,1,marda-,,
1848,mantaṇa-,mantáṇa-,忠告、配慮,100.000%,4,4,0,mantraṇa-,,
1849,manta-,mánta-,忠告、命令,100.000%,4,4,0,mántra-,,
1850,manti-,mánti-,大臣,60.000%,3,5,2,mantrín-,,
1851,manthara-,manthára-,怠惰な,75.000%,3,4,1,manthara-,,
1852,mandara-,mandára-,マンダラ山,57.143%,4,7,0,mandara-,,
1853,mandala-,mandála-,太鼓,100.000%,3,3,0,mardala-,,
1854,manda-,mánda-,遅い,66.667%,2,3,1,manda-,,
1855,mandira-,mandirá-,家,50.000%,2,4,0,mandira-,,
1856,mandoari-,mandóari-,マンドーダリー,50.000%,6,12,6,mandodarī-,,
1857,mambhīsaṇa-,mambhī́saṇa- / mambhīsáṇa-,怖れを除くこと,50.000%,2,4,,,,
1858,mambhīsa-,mambhī́sa-,怖れを除く,66.667%,2,3,1,,,
1859,mambhīsia-,mambhīsía-,怖れを除かれた,75.000%,3,4,0,,,
1860,maraṭṭa-,maráṭṭa-,傲慢,85.714%,6,7,0,,,
1861,maraṇa-,máraṇa-,死,80.000%,16,20,4,maraṇa-,,
1862,maranta-,maránta-,死につつある,75.000%,3,4,0,,,
1863,mara-,mára-,死ぬ,88.889%,8,9,1,mára-,,
1864,marivi,márivi,死んでから,100.000%,3,3,0,,,
1865,marusejja-,maruséjja-,許すべし,100.000%,2,2,0,,,
1866,marevi,márevi / mareví,死んでから,50.000%,1,2,,,,
1867,malahara-,málahara-,騒動,100.000%,4,4,0,,,
1868,mala-,mála-,汚れ,100.000%,2,2,0,malá-,,
1869,mallavanta-,mallavánta- / mallavantá-,マールヤヴァット,50.000%,1,2,,mālyavant-,,
1870,malla-,málla-,力士,71.429%,5,7,2,malla-,,
1871,mahaevi-,mahaévi-,偉大なる女神,75.000%,3,4,1,mahādevī-,,
1872,mahakāa-,mahakā́a-,大きな体を持つ,100.000%,2,2,0,mahākāya-,,
1873,mahaggaa-,mahaggáa-,大きな象,75.000%,3,4,0,mahāgaja-,,
1874,mahaṇa-,máhaṇa-,かき混ぜること,80.000%,4,5,1,mathana-,,
1875,mahattha-,maháttha-,重要な,100.000%,2,2,0,mahārtha-,,
1876,mahaddhaa-,maháddhaa- / mahaddháa-,マハードヴァジャ,50.000%,1,2,,mahādhvaja-,,
1877,mahanta-,mahánta-,高貴な、大臣,100.000%,4,4,0,mahanta-,,
1878,mahanta-,mahánta-,大きな,66.667%,8,12,3,mahánt-,,
1879,maharakkha-,maharákkha-,大羅刹,100.000%,2,2,0,mahārakṣas-,,
1880,mahavvaa-,mahavváa-,大戒律,100.000%,4,4,0,mahāvratá-,,
1881,mahavvala-,mahavvála-,大きな力を持つ,100.000%,5,5,0,mahābala-,,
1882,mahāia-,mahā́ia-,大いなる自己をもつ,100.000%,14,14,0,,,
1883,mahāusa-,mahāúsa-,長寿の,75.000%,3,4,0,,,
1884,mahāgaa-,mahāgáa-,大きな象,100.000%,5,5,0,mahāgaja-,,
1885,mahāghaṇa-,mahāgháṇa-,大きな雲,100.000%,3,3,0,,,
1886,mahājasa-,mahājása-,大いなる名声を持つ,100.000%,2,2,0,mahāyaśas-,,
1887,mahāḍai-,mahā́ḍai-,大きな森,100.000%,2,2,0,,,
1888,mahāṇubhāva-,mahāṇubhā́va-,大きな力を持つ,100.000%,4,4,0,mahānubhāva-,,
1889,mahāṇai-,mahā́ṇai-,大きな川,100.000%,8,8,0,mahānadī,,
1890,mahābhara-,mahābhára-,大きな負担,100.000%,2,2,0,mahābhāra-,,
1891,mahāraa-,mahā́raa-,私の,85.714%,6,7,0,,,
1892,mahāraṇa-,mahā́raṇa-,大戦,100.000%,4,4,0,mahāraṇa-,,
1893,mahāraha-,mahāráha-,大いなる戦車を持つ,62.500%,5,8,0,mahāratha-,,
1894,mahāvara-,mahā́vara- / mahāvára-,大きな恩恵,50.000%,2,4,,,,
1895,mahāvala-,mahāvála-,大きな力を持つ,100.000%,5,5,0,mahābala-,,
1896,mahāsaī-,mahāsáī-,高貴な女性,66.667%,2,3,0,mahāsatī-,,
1897,mahāsara-,mahāsára-,大きな湖,66.667%,4,6,1,mahāsara-,,
1898,mahāhava-,mahā́hava-,大きな戦い,94.118%,16,17,1,mahāhava-,,
1899,mahiala-,mahiála- / mahialá-,地表,50.000%,1,2,,mahītala-,,
1900,mahinda-,mahindá-,偉大なる主、インドラ,63.636%,7,11,0,mahendrá-,,
1901,mahilāṇaṇa-,mahilā́ṇaṇa- / mahilāṇáṇa-,女性の口,50.000%,1,2,,,,
1902,mahilā-,mahíla-,女性,100.000%,3,3,0,mahilā-,,
1903,mahisa-,máhisa- / mahísa- / mahisá-,水牛,33.333%,1,3,,mahiṣá-,,
1904,mahihara-,mahihára-,山,75.000%,24,32,0,mahīdhara-,,
1905,mahiharinda-,mahihárinda-,山の主,100.000%,2,2,0,*mahīdharendra-,,
1906,mahi-,máhi-,大地、地域,100.000%,7,7,0,mahī́-,,
1907,mahīala-,mahīála-,地表,100.000%,5,5,0,mahītala-,,
1908,mahuara-,mahuára-,ミツバチ,100.000%,2,2,0,madhukara-,,
1909,mahumahaṇa-,mahumaháṇa-,マドゥの破壊者,75.000%,3,4,1,madhumathana-,,
1910,mahumaha-,mahumahá-,マドゥの破壊者,66.667%,2,3,0,madhumatha-,,
1911,mahurāhiva-,mahurāhivá-,マトゥラーの王,100.000%,2,2,0,,,
1912,mahu,máhu,私の,100.000%,7,7,0,,,
1913,mahesara-,mahésara-,大いなる主,100.000%,2,2,0,maheśvara-,,
1914,mahoara-,mahoára-,マホーダラ,60.000%,3,5,0,mahodara-,,
1915,māaṅga-,māáṅga-,象,100.000%,7,7,0,mātaṃga-,,
1916,māarī-,māárī-,母親,50.000%,2,4,1,mā́tṛ-,,
1917,māāsuggīva-,māāsuggī́va-,偽りのスグリーヴァ,100.000%,3,3,0,,,
1918,māā-,mā̀́ā-,母親,100.000%,9,9,0,mā́tṛ-,,
1919,māā-,mā̀́ā-,幻覚,100.000%,3,3,0,māyā́-,,
1920,māia-,mā́ia-,測られた,100.000%,12,12,0,mātá-,,
1921,māula-,mā́ula-,母方の叔父,66.667%,2,3,1,mātula-,,
1922,māṇaṇa-,mā́ṇaṇa-,敬意,100.000%,8,8,0,mānana-,,
1923,māṇanta-,māṇánta-,考えつつある,66.667%,2,3,0,,,
1924,māṇava-,mā́ṇava-,人間,100.000%,4,4,0,mānavá-,,
1925,māṇa-,mā́ṇa-,考える,100.000%,4,4,0,,,
1926,māṇa-,mā́ṇa-,考え、誇り,94.118%,16,17,1,mā́na-,,
1927,māṇia-,mā́ṇia-,尊敬された,100.000%,3,3,0,mānita-,,
1928,māma-,mā́ma-,母方の叔父,66.667%,2,3,1,mātula-,,
1929,māra-,mā́ra-,殺す,100.000%,7,7,0,māráya-,,
1930,māra-,mā́ra-,死,100.000%,3,3,0,māra-,,
1931,māria-,mā́ria-,殺された,100.000%,8,8,0,mārita-,,
1932,māricca-,mārícca-,マーリーチャ,100.000%,6,6,0,mārīca-,,
1933,mārua-,mā́rua-,マルト、風,66.667%,2,3,1,mā́ruta-,,
1934,mālā-,mā́lā-,花輪,100.000%,13,13,0,mālā-,,
1935,mālī-,mā́lī-,マーリン,100.000%,6,6,0,mālin-,,
1936,māhappa-,māháppa-,偉大性,100.000%,5,5,0,māhātmya-,,
1937,mā-,mā́-,測る、含む,100.000%,4,4,0,māya-,,
1938,migaṇaaṇa-,migaṇáaṇa- / migaṇaáṇa-,鹿の目,50.000%,1,2,,,,
1939,migavara-,migavára-,最上の鹿,100.000%,2,2,0,,,
1940,miṭṭha-,míṭṭha-,甘い,100.000%,3,3,0,miṣṭa-,,
1941,mitta-,mítta-,友人,72.222%,13,18,5,mitrá-,,
1942,mila-,míla- / milá-,会う,50.000%,1,2,,mila-,,
1943,milia-,milia-,会った,71.429%,10,14,0,milita-,,
1944,misa-,mísa-,口実、偽り,100.000%,2,2,0,miṣa-,,
1945,mihuṇa-,mihuṇá-,つがい,100.000%,2,2,0,mithuná-,,
1946,mīsia-,mī́sia-,混ぜられた,66.667%,2,3,1,miśrita-,,
1947,muanta-,muánta-,放ちつつある,83.333%,10,12,2,,,
1948,mua-,múa- / muá-,放つ,50.000%,1,2,,,,
1949,mua-,múa-,死んだ,100.000%,7,7,0,mṛtá-,,
1950,muāvia-,muā́via-,解放された,100.000%,2,2,0,,,
1951,mueppiṇu,muéppiṇu,解いてから,100.000%,4,4,0,,,
1952,muevi,muévi,手放してから,66.667%,2,3,1,,,
1953,mukka-,múkka-,解き放たれた,93.548%,29,31,2,mukta-,,
1954,mucca-,múcca-,解放する,87.500%,7,8,1,muñcá-,,
1955,mucchaṃga-,mucchaṃgá-,気を失った,100.000%,4,4,0,,,
1956,mucchia-,múcchia-,気を失った,100.000%,3,3,0,mūrchita-,,
1957,mucchijja-,múcchijja- / mucchíjja-,気絶する,50.000%,1,2,,,,
1958,mujjha-,mújjha-,幻想を見る,100.000%,4,4,0,múhya-,,
1959,muṇia-,múṇia-,知られた,100.000%,2,2,0,,,
1960,muṇiṇāha-,muṇiṇā́ha-,賢者の知識,100.000%,2,2,0,munijñāna-,,
1961,muṇinda-,muṇínda-,賢者の主,66.667%,2,3,1,munīndra-,,
1962,muṇivara-,muṇivára-,最上の賢者,100.000%,14,14,0,munivara-,,
1963,muṇivarinda-,muṇivárinda-,最上の賢者の主,100.000%,2,2,0,,,
1964,muṇivi,múṇivi,知ってから,100.000%,2,2,0,,,
1965,muṇi-,múṇi-,賢者,75.000%,3,4,1,múni-,,
1966,muṇīsara-,muṇī́sara- / muṇīsára-,賢者の主,50.000%,1,2,,munī́śvara-,,
1967,muttāhala-,muttāhála-,真珠,100.000%,6,6,0,muktāphala-,,
1968,musala-,musála-,すり鉢,66.667%,2,3,0,músala-,,
1969,musuṇḍhī-,musuṇḍhī́-,矢,100.000%,2,2,0,,,
1970,musumūraṇa-,musumū́raṇa-,破壊,100.000%,3,3,0,,,
1971,musumūra-,musumū́ra-,破壊する,100.000%,2,2,0,,,
1972,musumūria-,musumū́ria-,破壊された,100.000%,2,2,0,,,
1973,muhala-,muhála-,よく喋る,83.333%,5,6,0,mukhara-,,
1974,muhalia-,muhália-,響かされた,75.000%,3,4,1,mukharita-,,
1975,muhavaḍa-,muhaváḍa-,ヴェール,100.000%,3,3,0,mukhapaṭa-,,
1976,muha-,múha-,顔,81.818%,18,22,4,mukha-,,
1977,muhia-,múhia-,顔を持つ,100.000%,6,6,0,mukhīya-,,
1978,mūḍha-,mū́ḍha-,愚かな,100.000%,7,7,0,mūḍhá-,,
1979,mūla-,mū́la-,根,75.000%,3,4,1,mū́la-,,
1980,meiṇī-,meíṇī-,大地,100.000%,3,3,0,medinī-,,
1981,metta-,mettá-,〜のみ,100.000%,5,5,0,mātra-,,
1982,meru,méru,メール山,100.000%,3,3,0,meru-,,
1983,mellanta-,mellánta-,捨てつつある,80.000%,4,5,1,,,
1984,mellāvia-,mellā́via-,捨てさせられた,100.000%,2,2,0,,,
1985,mellia-,méllia- / mellía-,捨てられた,50.000%,3,6,,,,
1986,mellivi,méllivi,捨ててから,100.000%,2,2,0,,,
1987,mehaṇāa-,mehaṇāa-,メーガナーダ,100.000%,3,3,0,meghanāda-,,
1988,mehala-,mehála-,腰帯,100.000%,2,2,0,mékhalā-,,
1989,meha-,méha-,雲,100.000%,10,10,0,megha-,,
1990,mehuṇa-,mehúṇa- / mehuṇá-,つがい,50.000%,1,2,,maithuná-,,
1991,maiavaṭṭa-,maiaváṭṭa-,破壊者,100.000%,9,9,0,,,
1992,maikanta-,maikánta-,マティカーンタ,100.000%,2,2,0,,,
1993,mainda-,maínda-,獅子,85.714%,6,7,0,mṛgendra-,,
1994,maira-,máira- / maíra-,スラー酒,50.000%,1,2,,madira-,,
1995,mailanta-,mailánta-,汚しつつある,100.000%,2,2,0,malinayant-,,
1996,maila-,maíla- / mailá-,汚れた,50.000%,1,2,,,,
1997,mailia-,mailía-,汚された,100.000%,2,2,0,malinita-,,
1998,mailijja-,mailíjja-,汚された,100.000%,2,2,0,,,
1999,maisamudda-,maisamuddá-,マティサムドラ,100.000%,3,3,0,matisamudra-,,
2000,mai-,mái-,考え,100.000%,10,10,0,matí-,,
2001,mokkha-,mókkha-,解脱,75.000%,6,8,2,mokṣa-,,
2002,moggara-,moggára-,ハンマー,83.333%,5,6,1,mugdara-,,
2003,moḍaṇa-,móḍaṇa-,破壊,100.000%,3,3,0,moṭana-,,
2004,moḍia-,móḍia-,破壊された,100.000%,2,2,0,,,
2005,mohaṇa-,móhaṇa-,モーハナ（カーマ神の矢）,66.667%,2,3,1,mohana-,,
2006,mohanta-,móhanta- / mohantá-,解脱しつつある,50.000%,1,2,,,,
2007,moha-,móha-,惑い,85.714%,6,7,1,móha-,,
2008,mohia-,móhia-,解脱させられた,66.667%,2,3,1,mohita-,,
2009,maua-,máua-,優しい,100.000%,2,2,0,mṛduka-,,
2010,mauḍa-,máuḍa- / mauḍá-,冠,50.000%,1,2,,mukuṭa-,,
2011,raaṇakesi-,raaṇakesí-,ラトナケーシン,100.000%,3,3,0,ratnakeśin-,,
2012,raaṇa-,ráaṇa-,宝,78.947%,15,19,4,rátna-,,
2013,raaṇāara-,raaṇāára-,鉱脈,72.222%,13,18,1,ratnākara-,,
2014,raaṇāsava-,raaṇā́sava-,ラトナーシュラヴァ,66.667%,2,3,1,ratnāśrava-,,
2015,raaṇiara-,raaṇiára-,ラジャニーチャラ,62.500%,5,8,1,rajanīcara-,,
2016,raeppiṇu,raéppiṇu,作ってから,100.000%,2,2,0,,,
2017,rakkhaṇa-,rakkháṇa-,守ること,66.667%,2,3,0,rákṣaṇa-,,
2018,rakkhanta-,rakkhánta-,守りつつある,100.000%,2,2,0,rákṣant-,,
2019,rakkhavāla-,rakkhavā́la-,守護者,100.000%,4,4,0,rakṣapāla-,,
2020,rakkhasa-,rakkhasá-,羅刹,66.667%,2,3,0,rākṣasa-,,
2021,rakkha-,rákkha-,羅刹,100.000%,2,2,,rákṣas-,,
2022,rakkha-,rákkha-,守る,100.000%,4,4,0,rákṣa-,,
2023,rakkhia-,rákkhia- / rakkhía-,守られた,50.000%,2,4,,rakṣitá-,,
2024,rakkhijja-,rakkhíjja-,守られる,100.000%,2,2,0,,,
2025,rakkhevva-,rákkhevva- / rakkhévva-,守られるべき,50.000%,1,2,,,,
2026,raṅkholira-,raṅkholíra-,揺れている,100.000%,2,2,0,,,
2027,raṅgāvali-,raṅgāváli-,壁絵,66.667%,2,3,0,raṅgāvalī-,,
2028,rajjantara-,rajjántara-,王国の内側,100.000%,2,2,0,,,
2029,rajja-,rájja-,王国,96.667%,29,30,1,rājyá-,,
2030,rajjesara-,rajjésara-,王の中の王,100.000%,4,4,0,rājeśvara-,,
2031,rañjaṇa-,ráñjaṇa-,喜び,100.000%,2,2,0,rañjana-,,
2032,raḍa-,ráḍa-,吠える,100.000%,2,2,0,raṭa-,,
2033,raḍia-,ráḍia-,吠えた,100.000%,3,3,0,raṭita-,,
2034,raṇaṅgaṇa-,raṇaṅgáṇa-,戦場,75.000%,6,8,0,raṇaṅgana-,,
2035,raṇa-,ráṇa-,戦い,94.737%,18,19,1,ráṇa-,,
2036,raṇṇa-,ráṇṇa-,荒地,66.667%,2,3,1,āraṇyá-,,
2037,ratta-,rattá-,染められた、赤い,100.000%,2,2,0,rakta-,,
2038,ratti-,rátti-,夜,80.000%,4,5,1,rā́tri-,,
2039,rattuppala-,rattuppála-,赤い蓮,100.000%,3,3,0,raktotpala-,,
2040,ramaṇīa-,ramaṇī́a-,楽しまれるべき,100.000%,3,3,0,ramaṇīya-,,
2041,ramanta-,ramánta-,楽しみつつある,100.000%,2,2,0,,,
2042,rama-,ráma- / ramá-,楽しむ、享受する,50.000%,2,4,,rama-,,
2043,ramāula-,ramā́ula- / ramāúla-,輝きで満ちた,50.000%,1,2,,,,
2044,rambhā-,rámbhā-,ランバー,100.000%,2,2,0,rambhā-,,
2045,ramma-,rámma-,楽しまれるべき,100.000%,3,3,0,ramyà-,,
2046,ravaṇṇa-,raváṇṇa-,楽しまれるべきこと,64.706%,11,17,3,ramaṇa-,,
2047,rava-,ráva- / ravá-,言う、泣く,50.000%,1,2,,,,
2048,rava-,ráva-,音,80.000%,4,5,1,ráva-,,
2049,ravi-,rávi-,太陽,66.667%,2,3,1,ravi-,,
2050,rasanta-,rasánta-,轟く、音を立てる,100.000%,4,4,0,rasant-,,
2051,rasa-,rása-,情味、果汁,83.333%,5,6,1,rása-,,
2052,rasāala-,rasāála-,ラサータラ（地獄）,100.000%,3,3,0,rasātala-,,
2053,rasāhia-,rásāhia- / rasā́hia- / rasāhía-,情味に溢れた,33.333%,1,3,0,rasādhika-,,
2054,rasia-,rásia-,味のある,100.000%,3,3,0,rasita-,,
2055,rahaṅga-,raháṅga-,アカガチョウ,80.000%,8,10,1,rathāṅgá-,,
2056,rahavara-,rahávara-,最上の戦車,57.143%,12,21,9,rathavara-,,
2057,rahasāūria-,rahasāū́ria-,暴力に満ちた,100.000%,2,2,0,,,
2058,rahasāhia-,rahasā́hia-,極度に暴力的な,100.000%,2,2,0,,,
2059,rahasuccalia-,rahasuccália-,激しいこと,100.000%,2,2,0,,,
2060,raha-,ráha-,戦車,75.000%,6,8,2,rátha-,,
2061,rahia-,ráhia-,去った,100.000%,9,9,0,rahita-,,
2062,rahuvai-,rahuvái-,ラグパティ（ラーマ）,100.000%,4,4,0,raghupati-,,
2063,rāahaṃsa-,rāaháṃsa-,ハンサ鳥の王,100.000%,2,2,0,rājahaṃsa-,,
2064,rāa-,rā́a-,愛情、情熱,100.000%,2,2,0,rāga-,,
2065,rāa-,rā́a-,王,100.000%,63,63,0,rājan-,,
2066,rāula-,rā́ula- / rāulá-,王宮,50.000%,1,2,,rājakula-,,
2067,rāṇaa-,rā́ṇaa-,王,100.000%,37,37,0,,,
2068,rāṇā-,rā́ṇā-,王,100.000%,10,10,0,rā́jā-,,
2069,rāṇī-,rā́ṇī-,王妃,100.000%,4,4,0,rā́jñī-,,
2070,rāmaeva-,rāmaéva-,ラーマ神,100.000%,3,3,0,rāmadeva-,,
2071,rāmacanda-,rāmacandá-,ラーマチャンドラ,85.714%,6,7,0,rāmacandra-,,
2072,rāmaṇa-,rāmáṇa-,ラーヴァナ,100.000%,3,3,0,rāvaṇa-,,
2073,rāma-,rā́ma-,ラーマ神,100.000%,50,50,0,rāma-,,
2074,rāmāhirāma-,rāmāhirā́ma-,美女に愛された,100.000%,2,2,0,,,
2075,rāvaṇa-,rā́vaṇa-,ラーヴァナ,69.492%,41,59,18,rāvaṇa-,,
2076,rāhaa-,rā́haa-,ラグの子孫（ラーマ）,80.000%,4,5,1,rāghava-,,
2077,rāhavacanda-,rāhavacánda-,ラーガヴァチャンドラ,71.429%,10,14,4,*rāghavacandra-,,
2078,rāhava-,rā́hava-,ラーガヴァ（ラーマ）,66.667%,24,36,12,rāghava-,,
2079,rāhu-,rā́hu-,ラーフ宿,100.000%,2,2,0,rāhú-,,
2080,riṇa-,ríṇa-,負債,100.000%,2,2,0,ṛṇá-,,
2081,risi-,rísi-,聖仙,100.000%,7,7,0,ṛ́ṣi-,,
2082,rukkha-,rúkkha-,木,60.000%,3,5,2,vṛkṣá-,,
2083,rucca-,rúcca-,好まれる,100.000%,6,6,0,,,
2084,ruddha-,rúddha-,防がれた,66.667%,2,3,1,ruddhá-,,
2085,rumbha-,rumbhá-,防ぐ,66.667%,2,3,0,,,
2086,ruvanta-,rúvanta-,泣きつつある,57.143%,4,7,0,,,
2087,ruhirāruṇa-,ruhirā́ruṇa- / ruhirāruṇá-,血のように赤い,50.000%,1,2,,,,
2088,rūa-,rūá-,姿,100.000%,2,2,0,rūpá-,,
2089,rūva-,rūvá-,美貌,100.000%,4,4,0,rūpá-,,
2090,rūviṇī-,rū́viṇī-,美女,100.000%,2,2,0,rūpíṇī-,,
2091,rūsa-,rū́sa- / rūsá-,怒る,50.000%,1,2,,,,
2092,raivaddhaṇa-,raivaddháṇa-,愛の増幅,66.667%,2,3,0,*rativardhana-,,
2093,romañcia-,romañcía-,身の毛がよだった,60.000%,3,5,0,romāñcita-,,
2094,rovanta-,róvanta-,泣きつつある,100.000%,3,3,0,ravant-,,
2095,rova-,rová-,泣く,66.667%,2,3,0,,,
2096,rovāvia-,rovā́via- / rovāvía-,泣かされた,50.000%,1,2,,,,
2097,rosa-,rósa-,怒り,100.000%,4,4,0,roṣa-,,
2098,raudda-,raúdda-,恐ろしい,82.353%,14,17,3,raúdra- / raudrá-,,
2099,raurava-,rauráva-,地獄,100.000%,5,5,0,raurava-,,
2100,laanta-,laánta-,取りつつある,100.000%,3,3,0,,,
2101,laāhara-,laāhára-,ツタのあずまや,100.000%,7,7,0,latāgṛha-,,
2102,laā-,láā-,蔓,100.000%,2,2,0,latā-,,
2103,laeppiṇu,laéppiṇu,得てから,100.000%,6,6,0,,,
2104,laeva-,laéva-,取られるべき,100.000%,5,5,0,,,
2105,laesa-,laésa-,取るだろう,100.000%,2,2,0,,,
2106,lae-,laé-,取る,100.000%,2,2,0,,,
2107,lakkhaṇavanta-,lakkhaṇavánta-,印をもつ,66.667%,2,3,1,lakṣaṇavant-,,
2108,lakkhaṇa-,lákkhaṇa-,しるし,71.429%,10,14,4,lakṣaṇa-,,
2109,lakkhaṇa-,lákkhaṇa-,ラクシュマナ,53.571%,30,56,26,lakṣmaṇa-,,
2110,lakkha-,lákkha- / lakkhá-,見せる,50.000%,1,2,,lakṣaya-,,
2111,lakkha-,lakkhá-,10万,85.714%,6,7,0,lakṣá-,,
2112,lakkhia-,lákkhia-,知られた、行かれた,75.000%,3,4,1,lakṣita-,,
2113,lagga-,lágga-,くっつく,100.000%,6,6,0,laga-,,
