番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
1446,patta-,pátta-,到達した、獲得した,69.643%,39,56,17,prāpta-,,
1447,patta-,pátta- / pattá-,葉,50.000%,1,2,,páttra-,,
1448,pattia-,pattía-,妻,60.000%,3,5,0,pátnī-,,
1449,pattijja-,pattíjja-,信頼される,100.000%,2,2,0,pratīya-,,
1450,patthiva-,patthíva-,王,83.333%,5,6,1,pā́rthiva-,,
1451,padarisia-,padárisia-,明示された,100.000%,8,8,0,pradarśita-,,
1452,padīsia-,padīsía-,明らかにされた,71.429%,10,14,0,,,
1453,padhāia-,padhā́ia-,逃げた,95.652%,22,23,1,pradhāvita-,,
1454,panti-,pánti-,列,66.667%,4,6,2,paṅkti-,,
1455,pantha-,panthá-,道,100.000%,5,5,0,pánthan-,,
1456,papphullia-,papphullia-,開花した,100.000%,4,4,0,,,
1457,pabbhāra-,pabbhā́ra-,洞窟,100.000%,3,3,0,prāgbhāra-,,
1458,pabhaṇanta-,pabhaṇánta-,言いつつある,100.000%,3,3,0,,,
1459,pamāṇa-,pamā́ṇa-,測り,70.000%,14,20,1,pramāṇa-,,
1460,pamucchia-,pamúcchia- / pamucchía-,気絶した,50.000%,1,2,,,,
1461,pamuha-,pámuha- / pamúha-,対面した,50.000%,1,2,,pramukha-,,
1462,parakkama-,parakkáma-,力,100.000%,2,2,0,parākrama-,,
1463,parajjia-,parájjia- / parajjía-,打ち負かされた,50.000%,2,4,,párājita-,,
1464,paramakkhara-,paramakkhára-,究極の音節,75.000%,3,4,0,paramākṣara-,,
1465,paramattha-,paramáttha-,究極の真実,75.000%,6,8,2,paramārtha-,,
1466,paramappaa-,paramáppaa-,究極の自己,66.667%,2,3,1,paramātman-,,
1467,paramesara-,paramesára-,究極の主,63.830%,30,47,2,parameśvara-,,
1468,parampara-,parampára-,お互い,100.000%,4,4,0,parampara-,,
1469,parammuha-,parámmuha-,敵,100.000%,2,2,0,parāṅmukha-,,
1470,para-,pára-,前の、遠い,100.000%,8,8,0,pára-,,
1471,parāaṇa-,parā́aṇa-,専念している,80.000%,4,5,1,parāyaṇa-,,
1472,parāia-,parā́ia-,到着した,97.959%,48,49,0,párāgata-,,
1473,parāṇia-,parā́ṇia-,到着した,100.000%,3,3,0,,,
1474,parāhava-,parā́hava-,敗北,100.000%,4,4,0,parābhavá-,,
1475,pariañcia-,pariáñcia-,囲まれた,57.143%,4,7,3,paryañcita,,
1476,pariaṇa-,pariáṇa-,お供,83.333%,5,6,1,parijana-,,
1477,pariatta-,pariátta-,覆われた,100.000%,3,3,0,párivṛta-,,
1478,pariaria-,pariária-,囲まれた,100.000%,19,19,0,parikarita-,,
1479,pariala-,parialá-,ぶら下がる,100.000%,2,2,0,paricala-,,
1480,pariosa-,pariósa-,喜び,75.000%,6,8,2,paritoṣa-,,
1481,pariosia-,pariósia-,喜ばされた,80.000%,4,5,1,paritoṣita-,,
1482,parikkhia-,paríkkhia-,監督された,66.667%,2,3,1,parīkṣita-,,
1483,pariggaha-,pariggáha-,取る,100.000%,2,2,0,,,
1484,pariggraha-,paríggraha-,得ること,71.429%,5,7,2,parigrahá-,,
1485,paricaḍḍaṇa-,paricaḍḍáṇa-,乗ること,100.000%,2,2,0,,,
1486,paricaḍḍia-,paricaḍḍía-,乗った,100.000%,3,3,0,,,
1487,paricatta-,paricátta-,捨てられた,60.000%,6,10,4,parityakta-,,
1488,paricumvia-,paricumvía-,熱烈に接吻された,100.000%,3,3,0,paricumbita-,,
1489,pariṭṭhavia-,pariṭṭhávia-,置かれた,100.000%,3,3,0,,,
1490,pariṭṭhia-,pariṭṭhía-,立っている,76.190%,16,21,0,pariṣṭhita-,,
1491,pariṇāma-,pariṇā́ma- / pariṇāmá-,変化,50.000%,1,2,,pariṇāma-,,
1492,pariṇeppiṇu,pariṇéppiṇu,結婚して,100.000%,3,3,0,,,
1493,paritappa-,paritáppa-,熱,100.000%,2,2,0,paritāpa-,,
1494,parituṭṭha-,parituṭṭhá-,とても喜んだ,100.000%,3,3,0,parituṣṭa-,,
1495,paritta-,parítta-,守ること,100.000%,3,3,0,,,
1496,paripālanta-,paripālánta-,守りつつある,100.000%,2,2,0,,,
1497,paripāla-,paripā́la-,守る,100.000%,2,2,0,,,
1498,paripāla-,paripā́la-,守り,100.000%,2,2,0,,,
1499,parippamāṇa-,parippamā́ṇa-,測ること,100.000%,3,3,0,,,
1500,paribbhamanta-,paribbhamánta-,動き回りつつある,100.000%,3,3,0,paribhramant-,,
1501,paribbhama-,paribbhamá-,動き回る,55.556%,5,9,0,paribhrama-,,
1502,paribhamia-,paribhámia-,動き回った,100.000%,2,2,0,,,
1503,parimala-,parimála-,香り,100.000%,5,5,0,parimala-,,
1504,parimāṇa-,parimā́ṇa-,測ること,90.909%,10,11,1,parimā́ṇa-,,
1505,parimālia-,parimā́lia-,取り囲まれた,100.000%,2,2,0,,,
1506,parirakkhaṇa-,parirákkhaṇa-,守ること,50.000%,1,2,,parirakṣaṇa-,,
1507,parivajjia-,parivájjia-,避けられた,100.000%,3,3,0,parivarjita-,,
1508,parivāra-,parivā́ra-,囲み,100.000%,2,2,0,parivāra-,,
1509,parisakka-,parisákka-,行く,100.000%,5,5,0,,,
1510,parisesa-,parisésa-,捨て去る,100.000%,2,2,0,,,
1511,parisesia-,parisésia- / parisesía-,捨て去られた,50.000%,1,2,,,,
1512,parisesivi,parisésivi-,捨て去ってから,75.000%,3,4,1,,,
1513,pariharaṇa-,pariharáṇa-,奪い去ること,66.667%,2,3,0,pariharaṇa-,,
1514,pariharanta-,pariháranta- / pariharánta-,去りつつある,50.000%,1,2,,pariharant-,,
1515,parihara-,parihara-,捨てる、去る,85.714%,6,7,1,parihara-,,
1516,pariharia-,parihária-,捨てられた,100.000%,5,5,0,,,
1517,pariharivi,harihárivi,捨ててから,100.000%,4,4,0,,,
1518,pariharevi,parihárevi,捨ててから,50.000%,4,8,4,,,
1519,parīsaha-,parīsáha-,忍耐,100.000%,3,3,0,pariṣaha-,,
1520,paruṇṇa-,parúṇṇa-,泣いている,100.000%,2,2,0,,,
1521,paroppara-,paraspára-,お互いに,100.000%,5,5,0,paraspara-,,
1522,palāsa-,palā́sa-,パラーシャの木,100.000%,2,2,0,palāśá-,,
1523,palitta-,palítta-,光り輝く,85.000%,17,20,3,pradīpta-,,
1524,paloṭṭaṇa-,paloṭṭáṇa-,転がること,100.000%,2,2,0,,,
1525,paloṭṭa-,palóṭṭa-,転がった,100.000%,2,2,0,,,
1526,paloṭṭia-,palóṭṭia- / paloṭṭía- / paloṭṭiá-,転がされた,33.333%,1,3,,,,
1527,pavajja-,pavájja-,得る,100.000%,2,2,0,prapadya-,,
1528,pavajjia-,pavájjia-,得られた,100.000%,2,2,0,,,
1529,pavañca-,paváñca-,惑い,66.667%,2,3,1,prapañca-,,
1530,pavaṭṭha-,paváṭṭha-,小部屋,100.000%,2,2,0,prakoṣṭha-,,
1531,pavaṇaṅgaa-,pavaṇáṅgaa-,パヴァナンガヤ,100.000%,3,3,0,,,
1532,pavaṇajāa-,pavaṇajā́a-,風の神から生まれた,100.000%,7,7,0,pavanajāta-,,
1533,pavaṇañjaa-,pavaṇañjáa-,風の神,66.667%,8,12,2,pavanañjaya-,,
1534,pavaṇa-,pavaṇa-,風の神,50.000%,7,14,1,pávana-,,
1535,pavaṇāhaa-,pavaṇāháa-,風に打たれた,75.000%,3,4,0,pavanāhata-,,
1536,pavaṇṇa-,paváṇṇa-,具した,77.778%,7,9,2,prapanna-,,
1537,pavara-,pavára-,優れた,71.053%,27,38,0,pravara-,,
1538,pavarāhaa-,pavarā́haa-,無敵のラーガヴァ,100.000%,2,2,0,,,
1539,pavala-,pávala-,強い,57.143%,4,7,3,prabala-,,
1540,pavahanta-,pavahánta-,運びつつある,100.000%,2,2,0,pravahant-,,
1541,pavāsa-,pavā́sa-,出奔,66.667%,2,3,1,pravāsa-,,
1542,pavāha-,pavā́ha-,川、流れ,83.333%,5,6,0,pravāhá-,,
1543,pavitta-,pávitta-,清めること,66.667%,2,3,1,pavítra-,,
1544,pavesa-,pávesa-,入ること,100.000%,2,2,0,praveśa-,,
1545,pavollia-,pavóllia-,攻撃された,72.727%,8,11,3,,,
1546,pavvajja-,pavvájja- / pavvajjá-,前進する,50.000%,1,2,,pravraja-,,
1547,pavvaia-,pavváia-,隠遁した、出家した,93.750%,15,16,1,pravrajita-,,
1548,pasaṅga-,pasáṅga-,愛情,100.000%,2,2,0,prasaṅga-,,
1549,pasaṇṇa-,pasáṇṇa-,美しい,75.000%,3,4,1,prasanna-,,
1550,pasara-,pasára-,範囲、拡大,75.000%,3,4,0,prasara-,,
1551,pasāa-,pasā́a-,慈悲,100.000%,6,6,0,prasāda-,,
1552,pasāria-,pasā́ria-,展開された,100.000%,2,2,0,prasārita-,,
1553,pasāhaṇa-,pásāhaṇa-,成就、道具,38.462%,5,13,8,prasādhana-,,
1554,pasāha-,pasā́ha-,鎮圧する,100.000%,3,3,0,prasādhaya-,,
1555,pasāhia-,pasā́hia-,成就された,66.667%,4,6,1,prasādhita-,,
1556,pasiddha-,pasíddha-,成就した,50.000%,6,12,5,prasiddha-,,
1557,pahañjaṇa-,pahañjáṇa-,風の神プラバンジャナ,90.000%,9,10,0,prabhañjana-,,
1558,paharaṇa-,paharáṇa-,武器,81.818%,27,33,1,praharaṇa-,,
1559,paharanta-,paharánta- / paharantá-,攻撃しつつある,50.000%,2,4,,praharant-,,
1560,pahara-,pahára-,攻撃する,100.000%,2,2,0,prahara-,,
1561,pahara-,páhara-,打つこと,60.000%,3,5,2,prahāra-,,
1562,paharāhaa-,paharāháa-,武器で打たれた,66.667%,2,3,0,,,
1563,paharisia-,pahárisia-,とても喜ばされた,100.000%,2,2,0,praharṣita-,,
1564,pahareva-,paháreva- / paharéva- ,攻撃されるべき,50.000%,1,2,,,,
1565,pahasia-,páhasia-,笑っている,50.000%,2,4,2,prahasita-,,
1566,paha-,páha-,道,100.000%,7,7,0,patha-,,
1567,pahāṇa-,pahā́ṇa-,主要な,100.000%,41,41,0,pradhāna-,,
1568,pahāra-,pahā́ra-,攻撃,66.667%,2,3,1,prahāra-,,
1569,pahāva-,pahā́va-,優れている,100.000%,2,2,0,prabhāvaya-,,
1570,pahā-,páhā-,光,100.000%,7,7,0,prabhā́-,,
1571,pahiṭṭha-,pahíṭṭha- / pahiṭṭhá-,大喜びした,50.000%,1,2,,prahṛṣṭa-,,
1572,pahucca-,páhucca-,出発する,66.667%,2,3,1,,,
1573,pahuttaṇa-,pahuttáṇa-,優越性,100.000%,2,2,0,,,
1574,pahutta-,pahútta- / pahuttá-,多量の,50.000%,1,2,,prabhūta-,,
1575,pahu-,páhu-,主,91.667%,11,12,0,prabhú-,,
1576,pāaḍanta-,pāáḍanta- / pāaḍánta-,現れつつある,50.000%,1,2,,prakaṭant-,,
1577,pāaḍa-,pāáḍa-,明らかな,100.000%,2,2,0,prakaṭa-,,
1578,pāaḍia-,pāáḍia-,公にされた,100.000%,3,3,0,prakaṭita-,,
1579,pāava-,pā́ava-,木,100.000%,4,4,0,pādapa-,,
1580,pāa-,pā́a-,足,100.000%,21,21,0,pāda-,,
1581,pāālalaṅka-,pāālaláṅka-,パーターラランカー,100.000%,4,4,0,,,
1582,pāāla-,pāā́la-,地獄,100.000%,2,2,0,rasātala-,,
1583,pāikka-,pāikká-,歩兵,100.000%,2,2,0,pādika-,,
1584,pāusa-,pā́usa-,雨季,80.000%,4,5,1,prāvṛ́ṣ,,
1585,pāḍa-,pā́ḍa-,落とす,100.000%,3,3,0,pātáya-,,
1586,pāḍia-,pā́ḍia-,落とされた,100.000%,7,7,0,pāpita-,,
1587,pāḍivi,pā́ḍivi,落としてから,100.000%,2,2,0,,,
1588,pāṇakkanta-,pāṇakkánta-,息を切らしつつある,100.000%,2,2,0,,,
1589,pāṇa-,pā́ṇa-,命,100.000%,12,12,0,prāṇá-,,
1590,pāṇia-,pā́ṇia-,水,100.000%,2,2,0,pānīya-,,
1591,pāṇiggahaṇa-,pāṇiggaháṇa-,結婚,100.000%,4,4,0,pāṇigrahaṇa-,,
1592,pāṇiggaha-,pāṇíggaha- / pāṇiggáha-,結婚,50.000%,1,2,,,,
1593,pāṇi-,pā́ṇi-,手,100.000%,8,8,0,pāṇí-,,
1594,pāraṇa-,pā́raṇa- / pāráṇa-,断食後の食事,50.000%,2,4,,pāraṇa-,,
1595,pāraddha-,pāráddha- / pāraddhá-,始めた,50.000%,1,2,,prārabdha-,,
1596,pārambhia-,pārámbhia-,始められた,75.000%,3,4,1,,,
1597,pārāuṭṭha-,pārāúṭṭha-,詠唱,100.000%,2,2,0,,,
1598,pālanta-,pālánta-,守りつつある,100.000%,3,3,0,pālayant-,,
1599,pāla-,pā́la-,守る者,100.000%,7,7,0,pāla-,,
1600,pālia-,pā́lia-,守られた,50.000%,2,4,2,pālita-,,
1601,pāleva-,pāléva-,守られるべき,100.000%,2,2,0,,,
1602,pālevva-,pālévva-,守られるべき,100.000%,2,2,0,,,
1603,pāvaa-,pā́vaa-,山,100.000%,3,3,0,párvata-,,
1604,pāvaṇa-,pāváṇa-,清めること,87.500%,7,8,1,pāvana-,,
1605,pāvanta-,pāvánta-,得つつある,75.000%,3,4,1,,,
1606,pāva-,pā́va-,得る,100.000%,8,8,0,,,
1607,pāva-,pā́va-,悪い,100.000%,5,5,0,pāpá-,,
1608,pāvia-,pā́via-,得られた,100.000%,8,8,0,prāpita-,,
1609,pāvijja-,pāvíjja-,得られた,100.000%,2,2,0,,,
1610,pāsa-,pā́sa-,近く,87.500%,21,24,3,pārśvá-,,
1611,pāsa-,pā́sa-,縄,100.000%,2,2,0,pā́śa-,,
1612,pāsia-,pā́sia-,縛られた,87.500%,7,8,1,pāśita-,,
1613,pianta-,piánta-,飲みつつある,75.000%,3,4,1,píbant-,,
1614,pia-,pía- / piá-,飲む,50.000%,1,2,,píba-,,
1615,pia-,pía-,愛しい,100.000%,13,13,0,priyá-,,
1616,piāmaha-,piāmáha-,父方の祖父,100.000%,2,2,0,pitāmahá-,,
1617,piāra-,piā́ra-,より愛しい,100.000%,9,9,0,priyatara-,,
1618,piñjaria-,piñjária-,赤黄色にされた,100.000%,2,2,0,piñjarita-,,
1619,piṇḍavāsa-,piṇḍavā́sa-,宦官,100.000%,3,3,0,,,
1620,piṇḍa-,piṇḍá-,集団,100.000%,8,8,0,piṇḍa-,,
1621,pīlāvia-,pīlā́via-,傷つけさせられた,100.000%,4,4,0,,,
1622,pīlia-,pī́lia-,攻撃された,100.000%,2,2,0,pīḍita-,,
1623,puṅgama-,puṅgáma-,雄牛,100.000%,2,2,0,puṃgava-,,
1624,puccha-,pucchá-,問う,100.000%,3,3,0,pṛccha-,,
1625,pucchia-,pucchía-,問われた,100.000%,3,3,0,,,
1626,pujja-,pújja- / pujjá-,尊い,50.000%,1,2,,pūjya-,,
1627,pujjia-,pujjía-,供養された,100.000%,4,4,0,pūjita-,,
1628,puñja-,puñjá-,かたまり,66.667%,2,3,0,puñja-,,
1629,puṇu,púṇu,再び,100.000%,8,8,0,púnar,,
1630,puṇḍaria-,puṇḍária-,蓮の花,100.000%,3,3,0,puṇḍárīka-,,
1631,puṇṇāa-,púṇṇāa-,プンナーガ（花）,100.000%,2,2,0,puṃnāga-,,
1632,putta-,pútta-,息子,67.742%,21,31,10,putrá-,,
1633,pupphavaṇa-,pupphaváṇa-,プシュパヴァナ,100.000%,2,2,0,puṣpavana-,,
1634,purandara-,purandára-,プランダラ、インドラ,89.474%,17,19,1,puraṃdará-,,
1635,puravara-,púravara- / puravára-,最上の街,33.333%,2,6,,puravara-,,
1636,pura-,púra-,街,81.250%,13,16,3,pura-,,
1637,purāṇa-,purā́ṇa-,プラーナ文献,100.000%,3,3,0,purāṇá-,,
1638,purisaāra-,purisaā́ra-,人間の行い,100.000%,3,3,0,puruṣakāra-,,
1639,puresara-,puresára-,街の王,100.000%,3,3,0,,,
1640,purau,púrau,目の前に,100.000%,2,2,0,paratas,,
1641,pulinda-,pulínda- / pulindá-,プリンダ族,50.000%,1,2,,pulinda-,,
1642,pulaiaṅga-,pulaiáṅga-,四肢が鳥肌たった,75.000%,3,4,1,,,
1643,puvva-,puvvá-,前の,100.000%,2,2,0,pū́rva-,,
1644,pūraṇa-,pū́raṇa-,満たすこと,66.667%,2,3,1,pūraṇa-,,
1645,pekkheppiṇu,pekkhéppiṇu,見て,100.000%,2,2,0,,,
1646,peccha-,pecchá-,見る,100.000%,6,6,0,prekṣa-,,
1647,pellia-,péllia-,苦しめられた,66.667%,2,3,1,,,
1648,pellivi,péllivi,苦しめてから,100.000%,2,2,0,,,
1649,pesaṇagārī-,pesaṇagā́rī-,尽くしている,100.000%,2,2,0,,,
1650,pesaṇa-,pesáṇa-,送ること,75.000%,6,8,0,preṣaṇa-,,
1651,pesa-,pésa-,送る,100.000%,2,2,0,preṣya-,,
1652,pesia-,pesía-,送られた,80.000%,4,5,0,preṣita-,,
1653,paiṭṭha-,paíṭṭha-,入った,90.625%,29,32,3,práviṣṭa-,,
1654,paiṇṇa-,paíṇṇa-,大きな,100.000%,2,2,0,,,
1655,paiddha-,paíddha-,夢中になった,100.000%,2,2,0,,,
1656,paisanta-,paisánta-,入りつつある,83.333%,5,6,0,praviśant-,,
1657,paisaranta-,paisáranta-,入りつつある,100.000%,4,4,0,,,
1658,paisara-,paisára-,入る,100.000%,6,6,0,,,
1659,paisaria-,paisária-,入った,100.000%,4,4,0,,,
1660,paisarivi,paisárivi,入ってから,71.429%,5,7,2,,,
1661,paisarevi,paisárevi / paisarévi,入ってから,50.000%,2,4,,,,
1662,paisa-,paisá-,入って,66.667%,2,3,0,praviśa-,,
1663,paisāra-,paisā́ra-,入る道,100.000%,2,2,0,,,
1664,paisāria-,paisā́ria-,入らされた,60.000%,6,10,0,,,
1665,pai-,pái-,夫,100.000%,2,2,0,páti-,,
1666,poṭṭala-,poṭṭála-,束,100.000%,5,5,0,poṭala-,,
1667,pauñja-,pauñjá-,繋げる、用いる,66.667%,2,3,0,,,
1668,pauttia-,paúttia- / pauttía-,語られた,50.000%,1,2,,,,
1669,pautti-,paútti-,言葉,75.000%,3,4,1,,,
1670,paumāvaī-,paumā́vaī- / paumāváī-,パドマーヴァティー,50.000%,1,2,,padmāvatī-,,
1671,paura-,paurá-,満ちた、豊かな,64.286%,9,14,0,pracura-,,
1672,prahattha-,praháttha-,プラハスタ,100.000%,2,2,0,prahasta-,,
1673,phaṇinda-,phaṇínda-,蛇の王,100.000%,2,2,0,phaṇīndra-,,
1674,phamphāvaa-,phamphā́vaa-,囚われた,100.000%,2,2,0,,,
1675,phala-,phála-,果実、結果,92.857%,13,14,1,phála-,,
1676,phalia-,phália-,結実した,100.000%,2,2,0,phalita-,,
1677,phāḍia-,phā́ḍia-,開かれた,100.000%,4,4,0,sphāṭita-,,
1678,phārakkia-,phārakkía-,盾兵,100.000%,2,2,0,,,
1679,phukkāra-,phúkkāra- / phukkā́ra-,プッという音,50.000%,1,2,,,,
1680,phuṭṭa-,phúṭṭa-,壊す,100.000%,4,4,0,sphuṭa-,,
1681,phuṭṭa-,phúṭṭa-,壊れた,100.000%,5,5,0,sphuṭa-,,
1682,phuranta-,phuránta-,輝きつつある、震えつつある,100.000%,3,3,0,sphuránt-,,
1683,phuriāhara-,phuriāhára-,唇が震えている,80.000%,4,5,1,sphuritādhara-,,
1684,phullandhua-,phullandhúa-,ミツバチ,100.000%,2,2,0,,,
1685,pheṇujjala-,pheṇujjála-,白い泡,100.000%,2,2,0,,,
1686,phoḍia-,phóḍia-,裂けられた,100.000%,2,2,0,sphoṭita-,,
1687,bhaaṅkara-,bhaaṅkára-,恐ろしい,92.683%,38,41,0,bhayaṃkara-,,
1688,bhaa-,bháa-,怖れ,90.000%,18,20,0,bhayá-,,
1689,bhaāvaṇa-,bhaā́vaṇa-,恐ろしい,57.143%,4,7,3,,,
1690,bhakkhara-,bhákkhara- / bhakkhará-,太陽,50.000%,1,2,,bhāskara-,,
1691,bhakkha-,bhákkha- / bhakkhá-,食べる,50.000%,1,2,,bhakṣáya-,,
1692,bhakkhia-,bhákkhia-,食べられた,100.000%,2,2,0,bhakṣitá-,,
1693,bhagga-,bhágga-,壊された,95.000%,19,20,1,bhagna-,,
1694,bhaṅga-,bháṅga-,曲げること、壊すこと,100.000%,9,9,0,bhaṅgá-,,
1695,bhaṅguraccha-,bhaṅguráccha-,アーチ状の,100.000%,3,3,0,,,
1696,bhajja-,bhájja-,引きつる,100.000%,2,2,0,,,
1697,bhajjā-,bhajjā́-,妻,75.000%,3,4,0,bhāryā̀-,,
1698,bhañjaṇa-,bháñjaṇa-,壊すこと,55.556%,5,9,0,bhañjana-,,
1699,bhañja-,bhañjá-,壊す,80.000%,4,5,0,,,
1700,bhañjesa-,bhañjésa- / bhañjesá-,壊すだろう,50.000%,1,2,,,,
1701,bhaḍa-,bháḍa-,戦士,100.000%,17,17,0,bhaṭa-,,
1702,bhaḍāraa-,bhaḍā́raa-,身分の高い人,100.000%,15,15,0,bhaṭṭāraka-,,
1703,bhaḍārā-,bhaḍā́rā-,身分の高い人,100.000%,16,16,0,bhaṭṭāraka-,,
1704,bhaḍārī-,bhaḍā́rī-,ドゥルガー,100.000%,2,2,0,bhaṭṭārikā-,,
1705,bhaṇanta-,bhaṇánta-,言いつつある,81.250%,13,16,0,bhaṇant-,,
1706,bhaṇa-,bháṇa-,言う,57.143%,4,7,3,bhaṇa-,,
1707,bhaṇia-,bháṇia-,言われた,80.000%,4,5,1,bhaṇita-,,
1708,bhaṇivi,bháṇivi,言ってから,100.000%,2,2,0,,,
1709,bhaṇeppiṇu,bhaṇéppiṇu,言ってから,100.000%,3,3,0,,,
1710,bhaṇeva-,bháṇeva-,言われるべき,100.000%,2,2,0,,,
1711,bhaṇevi,bhaṇévi,言ってから,100.000%,2,2,0,,,
1712,bhaṇḍaṇa-,bháṇḍaṇa-,対立,66.667%,2,3,1,bhaṇḍana-,,
1713,bhaṇḍa-,bháṇḍa-,つぼ,100.000%,3,3,0,bhāṇḍa-,,
1714,bhatta-,bhátta-,信者,63.636%,7,11,4,bhaktá-,,
1715,bhattāra-,bhattā́ra-,夫,100.000%,6,6,0,bhátṛ-,,
1716,bhattivanta-,bhattivánta-,信愛をもつ,100.000%,2,2,0,bhaktivant-,,
1717,bhanta-,bhánta-,まどった,100.000%,2,2,0,bhrānta-,,
1718,bhanti-,bhánti-,惑い、誤り,83.333%,5,6,1,bhrānti-,,
1719,bhamanta-,bhamanta-,うろつきつつある,87.500%,7,8,1,bhramant-,,
1720,bhamara-,bhamára-,ミツバチ,60.000%,3,5,0,bhramara-,,
1721,bhama-,bhamá-,うろつく,66.667%,2,3,0,bhrama-,,
1722,bhamāḍia-,bhamā́ḍia-,うろつかされた,100.000%,3,3,0,bhramita-,,
1723,bhamia-,bhámia-,うろついた,75.000%,3,4,1,,,
1724,bharatesara-,bharatesára-,バラタ王,66.667%,2,3,1,bharateśvara-,,
1725,bharatesa-,bharatesá-,バラタ王,100.000%,2,2,0,bharateśa-,,
1726,bhara-,bhára-,荷物,93.750%,15,16,1,bhára-,,
1727,bhara-,bhára-,担う,100.000%,2,2,0,bhára-,,
1728,bharia-,bhária-,満たされた、になわれた,86.207%,25,29,4,bhṛta-,,
1729,bhalla-,bhálla-,良い,66.667%,2,3,1,bhadrá-,,
1730,bhavaṇa-,bhavaṇa-,存在、居住所,79.167%,19,24,0,bhavana-,,
1731,bhavantara-,bhavántara-,他生,57.143%,4,7,3,bhavāntara-,,
1732,bhava-,bháva-,世界、存在,66.667%,2,3,1,bhavá-,,
1733,bhavva-,bhávva-,美しい,100.000%,3,3,0,bhávva-,,
1734,bhasala-,bhasála-,ミツバチ,100.000%,5,5,0,,,
1735,bhāaṇa-,bhā́aṇa- / bhāáṇa-,食器,37.500%,3,8,,bhā́jana-,,
1736,bhāara-,bhāára-,兄弟,60.000%,6,10,0,bhrā́tṛ-,,
1737,bhāa-,bhā́a-,部分,100.000%,7,7,0,bhāgá-,,
1738,bhāa-,bhā́a-,兄弟,100.000%,6,6,0,bhrā́tṛ-,,
1739,bhāa-,bhā́a-,生起、状態,100.000%,6,6,0,bhāvá-,,
1740,bhāṇukaṇṇa-,bhāṇukáṇṇa-,バーヌカルナ,100.000%,4,4,0,bhānukarṇa-,,
1741,bhāṇu-,bhā́ṇu-,太陽,100.000%,4,4,0,bhānú,,
1742,bhāmaṇḍala-,bhāmaṇḍála-,太陽,57.143%,12,21,1,,,
1743,bhāma-,bhā́ma-,回す,100.000%,2,2,0,bhrāmaya-,,
1744,bhāmia-,bhā́mia-,回された,100.000%,2,2,0,bhrāmita-,,
1745,bhāra-,bhā́ra-,重荷,100.000%,5,5,0,bhārá-,,
1746,bhāla-,bhā́la-,額,75.000%,3,4,1,bhāla-,,
1747,bhāvaṇa-,bhā́vaṇa-,存在させること,100.000%,2,2,0,bhāvana-,,
1748,bhāvanta-,bhā́vanta-,好まれつつある,100.000%,2,2,0,bhāvayant-,,
1749,bhāva-,bhā́va-,現れさせる,100.000%,2,2,0,bhāvaya-,,
1750,bhāva-,bhā́va-,輝く、好ましい,100.000%,7,7,0,bhā́-,,
1751,bhāva-,bhā́va-,生起、状態,100.000%,17,17,0,bhāvá-,,
1752,bhāvia-,bhā́via-,生まされた,100.000%,3,3,0,bhāvita-,,
1753,bhāviṇī-,bhāvíṇī-,バーヴィニー,100.000%,4,4,0,bhāvinī-,,
1754,bhāsa-,bhā́sa-,言う,100.000%,3,3,0,bhā́ṣa-,,
1755,bhāsia-,bhā́sia-,言われた,100.000%,7,7,0,bhāṣita-,,
1756,bhāsura-,bhāsúra-,光り輝く、恐ろしい,50.000%,6,12,2,bhāsvará-,,
1757,bhiccattaṇa-,bhiccattáṇa-,仕事,100.000%,2,2,0,bhṛtyatva-,,
1758,bhicca-,bhícca-,家来,100.000%,6,6,0,bhṛtya-,,
1759,bhijjanta-,bhíjjanta-,分かれつつある,100.000%,2,2,0,,,
1760,bhijja-,bhíjja-,分かれる,100.000%,3,3,0,bhidya-,,
1761,bhiḍanta-,bhiḍánta-,会いつつある,100.000%,2,2,0,,,
1762,bhiḍa-,bhiḍá-,会う、会戦する,100.000%,3,3,0,,,
1763,bhiḍia-,bhiḍía-,衝突した,100.000%,9,9,0,,,
1764,bhiṇṇa-,bhíṇṇa,それぞれ、裂かれた,86.364%,19,22,3,bhinná-,,
1765,bhinda-,bhínda-,分ける,100.000%,3,3,0,,,
1766,bhimbhala-,bhimbhála-,動揺している,100.000%,3,3,0,vihvala-,,
1767,bhīa-,bhī́a-,怯えた,83.333%,5,6,1,bhītá-,,
1768,bhīmakāa-,bhīmakā́a-,ビーマカーヤ,100.000%,3,3,0,bhīmakāya-,,
1769,bhīsaṇa-,bhīsáṇa-,恐ろしい,59.259%,16,27,1,bhīṣaṇa-,,
1770,bhīsa-,bhī́sa-,恐ろしい,100.000%,2,2,0,,,
1771,bhīsāvaṇa-,bhīsā́vaṇa-,怖がらせること,72.727%,8,11,3,,,
1772,bhuaṅgama-,bhuáṅgama-,蛇,66.667%,4,6,2,bhujaṃga-,,
1773,bhuaṅga-,bhuáṅga-,蛇,80.000%,4,5,1,bhujaṃga-,,
1774,bhuajuala-,bhuajuála-,両腕,100.000%,2,2,0,*bhujayugala-,,
1775,bhua-,bhúa-,腕,97.222%,35,36,1,bhuja-,,
1776,bhuñjanta-,bhuñjánta-,食べつつある,85.714%,6,7,1,bhuñjant-,,
1777,bhuñja-,bhuñjá-,食事する,62.500%,5,8,0,,,
1778,bhuñjāva-,bhuñjā́va-,食べさせる,100.000%,3,3,0,,,
